"","V1","sample_code","Code","D1(cm)","D2(cm)","D3(cm)","D4(cm)","Length(cm)","FW(g)","DW(g)","Bark(%)","Watercontent(g)","Waterpercentage","Notes","DiamClass","Plot...16","SubPlot","Class","Species","Areacm2","Volcm3","X","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP","Date","Time","DateTime","Loc...36","ReadIndex","TimeZone","T1","T2","T3","Soil_moist","Shake","Err_flag","Code_sens","Sensornumber","Serial","Plot...48","Subplot","Loc...50","T3K","chambervolume","respiration","RespCorrectedArea","RespCorrectedVolume","Density_g_cm3","RespCorrectedgrams","sample_density","resp_g_kg_day"
"966",945,"378","25-P6S4C1AA",22.4,22.6,20,19.2,99.1,1361.6,745.51,94,616.09,45.2475029377203,NA,25,6,4,"1","AA",7253.56291485758,34542.5262003479,55,"57_378_7_28",3.81318681318681,0.996088741233171,7,28,14,20,378,0,0.8832755,2021-07-28,"14:20:00",2021-07-28 14:20:00,"6_4",29405,4,14.625,18.1875,20.875,2696,202,0,94206479,29,"TMS-94206479",6,4,"6_4",295.025,1.5637,0.21755086487129,0.00276994364145462,0.000581658688115823,0.435648236,0.0013576218911199,0.428439385016113,5.16113538128142
"967",946,"379","25-P6S4C2AA",26.1,25.2,25.2,27.5,98.3,2237.6,1423.05,96,814.55,36.402842331069,NA,25,6,4,"2","AA",9091.38413842623,52193.4887990692,56,"58_379_7_28",3.43076923076923,0.98339538271859,7,28,14,23,379,0,0.8832755,2021-07-28,"14:23:00",2021-07-28 14:23:00,"6_4",29598,4,15,18.625,21.5,2659,202,0,94206479,29,"TMS-94206479",6,4,"6_4",295.65,1.5637,0.195319306586048,0.00248688264995607,0.00043318057478352,0.578845362,0.000808081929762106,0.536060217199815,3.07200426418362
"968",947,"380","25-P6S4C4AA",29.5,27.3,27.8,30.2,99.1,1426,781.53,60,644.47,45.1942496493689,NA,25,6,4,"4","AA",10229.2551177022,64112.5641577362,57,"59_380_7_28",2.27032967032966,0.977827973444151,7,28,14,27,380,0,0.8832755,2021-07-28,"14:27:00",2021-07-28 14:27:00,"6_4",29598,4,15,18.625,21.5,2659,202,0,94206479,29,"TMS-94206479",6,4,"6_4",295.65,1.5637,0.129253583410241,0.00164570773696644,0.000262575120988586,0.752494796,0.00108675488198666,0.241613932765208,4.13140735936048
"969",948,"381","25-P6S4C1FS",23.1,22.4,20.2,22.5,90.1,2076,1225.41,100,850.59,40.9725433526012,NA,25,6,4,"1","FS",7006.10098609122,34417.3739847582,58,"60_381_7_28",0.21758241758241,0.195064185491089,7,28,14,30,381,0,0.8832755,2021-07-28,"14:30:00",2021-07-28 14:30:00,"6_4",29502,4,15.125,18.3125,20.3125,2680,202,0,94206479,29,"TMS-94206479",6,4,"6_4",294.4625,1.5637,0.012437278339937,0.000158356346112859,3.22354794745941e-05,0.843176817,5.02261382313841e-05,0.641806848181124,0.19093968710043
"970",949,"382","25-P6S4C2FS",28.5,28.8,27.8,27.3,98.2,2332.6,1430.71,80,901.89,38.6645802966647,NA,25,6,4,"2","FS",9909.90122164964,60907.3164228997,59,"61_382_7_28",9.46428571428574,0.994913861498357,7,28,14,33,382,0,0.8832755,2021-07-28,"14:33:00",2021-07-28 14:33:00,"6_4",29406,4,14.625,18.1875,20.875,2695,202,0,94206479,29,"TMS-94206479",6,4,"6_4",295.025,1.5637,0.539958738819594,0.00687496818790432,0.00111858902419973,0.738396738,0.00242432849697685,0.461401590417559,9.2163272141072
"971",950,"382","25-P6S4C2FS",28.5,28.8,27.8,27.3,98.2,2332.6,1430.71,80,901.89,38.6645802966647,NA,25,6,4,"2","FS",9909.90122164964,60907.3164228997,60,"62_382_7_28",10.8857142857142,0.996585617026146,7,28,14,36,382,0,0.8832755,2021-07-28,"14:36:00",2021-07-28 14:36:00,"6_4",29406,4,14.625,18.1875,20.875,2695,202,0,94206479,29,"TMS-94206479",6,4,"6_4",295.025,1.5637,0.621054428649851,0.00790751057989893,0.00128658843236254,0.738396738,0.00278843519199447,0.461401590417559,10.6005152258862
"972",951,"380","25-P6S4C4AA",29.5,27.3,27.8,30.2,99.1,1426,781.53,60,644.47,45.1942496493689,NA,25,6,4,"4","AA",10229.2551177022,64112.5641577362,86,"89_380_7_28",1.77802197802197,0.907029858709888,7,28,17,25,380,0,0.8822886,2021-07-28,"17:25:00",2021-07-28 17:25:00,"6_4",29610,4,15.125,17.875,20.375,2655,202,0,94206479,29,"TMS-94206479",6,4,"6_4",294.525,1.5637,0.101498820286421,0.00129232311732639,0.000206192078499807,0.752494796,0.00085339481933013,0.241613932765208,3.24426574516542
"973",952,"381","25-P6S4C1FS",23.1,22.4,20.2,22.5,90.1,2076,1225.41,100,850.59,40.9725433526012,NA,25,6,4,"1","FS",7006.10098609122,34417.3739847582,87,"90_381_7_28",0,0.0244877393349007,7,28,17,28,381,0,0.8822886,2021-07-28,"17:28:00",2021-07-28 17:28:00,"6_4",29610,4,15.125,17.875,20.375,2655,202,0,94206479,29,"TMS-94206479",6,4,"6_4",294.525,1.5637,0,0,0,0.843176817,0,0.641806848181124,0
"974",953,"382","25-P6S4C2FS",28.5,28.8,27.8,27.3,98.2,2332.6,1430.71,80,901.89,38.6645802966647,NA,25,6,4,"2","FS",9909.90122164964,60907.3164228997,88,"91_382_7_28",8.6098901098901,0.997112401526841,7,28,17,32,382,0,0.8822886,2021-07-28,"17:32:00",2021-07-28 17:32:00,"6_4",29418,4,14.75,17.75,20.125,2694,202,0,94206479,29,"TMS-94206479",6,4,"6_4",294.275,1.5637,0.491915236260208,0.00626325931464238,0.00101906116997049,0.738396738,0.00220862084382557,0.461401590417559,8.39629299988729
"975",954,"383","25-P6S4C4FS",25.2,25.6,25.5,29.2,99.9,1955.7,555.44,50,1400.26,71.5989159891599,NA,25,6,4,"4","FS",9372.26187643554,54605.7138560377,89,"92_383_7_28",4.07472527472527,0.954475933423302,7,28,17,35,383,0,0.8813017,2021-07-28,"17:35:00",2021-07-28 17:35:00,"6_4",29418,4,14.75,17.75,20.125,2694,202,0,94206479,29,"TMS-94206479",6,4,"6_4",294.275,1.5637,0.232543893213524,0.0029608408072613,0.000508184463868544,0.269695778,0.00249936137401596,0.203325725183948,9.50157219945908
"976",955,"394","10-P6S4C4FS",8,8.8,9.2,7.3,38.8,259.4,99.47,70,159.93,61.6538164996145,NA,10,6,4,"4","FS",1123.64159575031,2112.03854853514,42,"41_394_7_28",2.09501953333472,0.999366348183315,7,28,11,35,394,0,0.88376895,2021-07-28,"11:35:00",2021-07-28 11:35:00,"6_4",29394,4,14.375,18.5625,21.875,2699,202,0,94206479,29,"TMS-94206479",6,4,"6_4",296.025,11.661397,0.727871226871588,0.000647778819887451,0.000344629707339585,0.727412145,0.000942950648122046,0.365480110784101,3.58472118390077
"977",956,"385","10-P6S4C1AA-b",11.2,11.6,11.4,11.7,40.1,378.9,214.71,97,164.19,43.3333333333333,NA,10,6,4,"1","AA",1652.44295780204,4147.11259309678,43,"42_385_7_28",1.08196301564723,0.997281054729572,7,28,11,38,385,0,0.88376895,2021-07-28,"11:38:00",2021-07-28 11:38:00,"6_4",29587,4,14.875,18.9375,22.5,2664,202,0,94206479,29,"TMS-94206479",6,4,"6_4",296.65,11.661397,0.295172817684029,0.000178628143434764,7.117550128139e-05,0.473460772,0.00017141291351489,0.415228350197824,0.651643332018205
"978",957,"389","10-P6S4C4AA-b",10.1,10.1,9.6,9.7,39.6,174.2,87.77,97,86.43,49.6153846153846,NA,10,6,4,"4","AA",1381.7963443334,3033.43311631384,44,"43_389_7_28",1.26329934533766,0.998967448624635,7,28,11,41,389,0,0.88376895,2021-07-28,"11:41:00",2021-07-28 11:41:00,"6_4",29587,4,14.875,18.9375,22.5,2664,202,0,94206479,29,"TMS-94206479",6,4,"6_4",296.65,11.661397,0.395722647834062,0.000286382757818747,0.000130453724430534,0.551325227,0.000569173246936622,0.229198622972278,2.16376901555426
"979",958,"393","10-P6S4C2FS-b",10.2,8.6,9.2,10.7,36.8,289.5,208.94,98,80.56,27.8272884283247,NA,10,6,4,"2","FS",1265.71804251956,2706.17943097531,45,"44_393_7_28",3.42467471179102,0.999905117020689,7,28,11,44,393,0,0.88376895,2021-07-28,"11:44:00",2021-07-28 11:44:00,"6_4",29491,4,15,18.75,21.6875,2684,202,0,94206479,29,"TMS-94206479",6,4,"6_4",295.8375,11.661397,1.11651076346068,0.000882116495106708,0.000412578246172792,0.724702516,0.000725849476775875,0.568407444482028,2.75938937091117
"980",959,"384","10-P6S4C1AA",10.4,10.3,10.5,10.6,40.5,281.5,127.7,92,153.8,54.6358792184725,NA,10,6,4,"1","AA",1501.15519769182,3473.68746775766,46,"45_384_7_28",0.505288736420779,0.986526107088051,7,28,11,47,384,0,0.88376895,2021-07-28,"11:47:00",2021-07-28 11:47:00,"6_4",29395,4,14.375,18.625,22.0625,2699,202,0,94206479,29,"TMS-94206479",6,4,"6_4",296.2125,11.661397,0.150424761785685,0.00010020600269511,4.33040574841316e-05,0.656546758,0.000145422015633198,0.297781991919013,0.552836334631166
"981",960,"392","10-P6S4C2FS",9.5,10.1,9.4,9,40.5,255.9,180.57,99,75.33,29.4372801875733,NA,10,6,4,"2","FS",1350.66667443224,2871.68272075663,47,"46_392_7_28",3.19735724398278,0.99989060923097,7,28,11,49,392,0,0.88376895,2021-07-28,"11:49:00",2021-07-28 11:49:00,"6_4",29395,4,14.375,18.625,22.0625,2699,202,0,94206479,29,"TMS-94206479",6,4,"6_4",296.2125,11.661397,1.02184072909749,0.000756545451546755,0.000355833435815033,0.700667511,0.00069840646725782,0.50949332873757,2.65506202592733
"982",961,"387","10-P6S4C2AA-b",11.5,11.2,10.5,11.1,40.2,379.1,237.44,100,141.66,37.3674492218412,NA,10,6,4,"2","AA",1591.50269632315,3873.40270759955,48,"47_387_7_28",0.992332499670949,0.988448198179162,7,28,11,52,387,0,0.88376895,2021-07-28,"11:52:00",2021-07-28 11:52:00,"6_4",29395,4,14.375,18.625,22.0625,2699,202,0,94206479,29,"TMS-94206479",6,4,"6_4",296.2125,11.661397,0.280995993393789,0.000176560174257307,7.25449984434822e-05,0.563368629,0.000147163784462632,0.49295415110708,0.559457843013142
"983",962,"391","10-P6S4C1FS-b",9.5,9.7,9,11.5,40.5,396.4,246.1,99,150.3,37.9162462159435,NA,10,6,4,"1","FS",1417.74128515007,3134.44847554599,49,"48_391_7_28",3.43201847857992,0.999838090686461,7,28,11,55,391,0,0.88376895,2021-07-28,"11:55:00",2021-07-28 11:55:00,"6_4",29588,4,14.875,18.9375,22.3125,2663,202,0,94206479,29,"TMS-94206479",6,4,"6_4",296.4625,11.661397,1.06314906500764,0.000749889331814941,0.000339182179353722,0.75233908,0.000533141303170255,0.636195652703739,2.02678997813204
"984",963,"395","10-P6S4C4FS-b",8.6,8.9,9.2,10.7,37.7,223.4,121.6,75,101.8,45.5684870188004,NA,10,6,4,"4","FS",1245.42436880024,2592.09059571464,50,"49_395_7_28",1.58633293078951,0.999363656788361,7,28,11,58,395,0,0.88376895,2021-07-28,"11:58:00",2021-07-28 11:58:00,"6_4",29588,4,14.875,18.9375,22.3125,2663,202,0,94206479,29,"TMS-94206479",6,4,"6_4",296.4625,11.661397,0.522660064108773,0.000419664234298121,0.000201636495642883,0.604619968,0.00056927049284331,0.354201558271145,2.16413870559313
"985",964,"384","10-P6S4C1AA",10.4,10.3,10.5,10.6,40.5,281.5,127.7,92,153.8,54.6358792184725,NA,10,6,4,"1","AA",1501.15519769182,3473.68746775766,93,"92_384_7_28",0.994571948647289,0.999152925851094,7,28,14,28,384,0,0.88307812,2021-07-28,"14:28:00",2021-07-28 14:28:00,"6_4",29598,4,15,18.625,21.5,2659,202,0,94206479,29,"TMS-94206479",6,4,"6_4",295.65,11.661397,0.296416110707911,0.000197458671271086,8.53318306437205e-05,0.656546758,0.000286558062473193,0.297781991919013,1.08937913029809
"986",965,"392","10-P6S4C2FS",9.5,10.1,9.4,9,40.5,255.9,180.57,99,75.33,29.4372801875733,NA,10,6,4,"2","FS",1350.66667443224,2871.68272075663,94,"93_392_7_28",3.32318467695742,0.99986474272188,7,28,14,31,392,0,0.88307812,2021-07-28,"14:31:00",2021-07-28 14:31:00,"6_4",29502,4,15.125,18.3125,20.3125,2680,202,0,94206479,29,"TMS-94206479",6,4,"6_4",294.4625,11.661397,1.06753050612827,0.000790373025659355,0.000371743890232761,0.700667511,0.000729634460874834,0.50949332873757,2.77377836646177
"987",966,"387","10-P6S4C2AA-b",11.5,11.2,10.5,11.1,40.2,379.1,237.44,100,141.66,37.3674492218412,NA,10,6,4,"2","AA",1591.50269632315,3873.40270759955,95,"94_387_7_28",1.47939614296332,0.999692810712799,7,28,14,33,387,0,0.88307812,2021-07-28,"14:33:00",2021-07-28 14:33:00,"6_4",29406,4,14.625,18.1875,20.875,2695,202,0,94206479,29,"TMS-94206479",6,4,"6_4",295.025,11.661397,0.420273824674586,0.000264073586331676,0.00010850248641847,0.563368629,0.000220106649218379,0.49295415110708,0.83675743766859
"988",967,"391","10-P6S4C1FS-b",9.5,9.7,9,11.5,40.5,396.4,246.1,99,150.3,37.9162462159435,NA,10,6,4,"1","FS",1417.74128515007,3134.44847554599,96,"95_391_7_28",3.58627322081448,0.999888040174831,7,28,14,36,391,0,0.88307812,2021-07-28,"14:36:00",2021-07-28 14:36:00,"6_4",29406,4,14.625,18.1875,20.875,2695,202,0,94206479,29,"TMS-94206479",6,4,"6_4",295.025,11.661397,1.11547348159616,0.000786796218238145,0.000355875520142936,0.75233908,0.000559380622345527,0.636195652703739,2.12654137390876
"989",968,"395","10-P6S4C4FS-b",8.6,8.9,9.2,10.7,37.7,223.4,121.6,75,101.8,45.5684870188004,NA,10,6,4,"4","FS",1245.42436880024,2592.09059571464,97,"96_395_7_28",1.71090562063981,0.999277591923702,7,28,14,39,395,0,0.88297943,2021-07-28,"14:39:00",2021-07-28 14:39:00,"6_4",29599,4,15,18.5625,21.3125,2659,202,0,94206479,29,"TMS-94206479",6,4,"6_4",295.4625,11.661397,0.56510646540827,0.000453746112220894,0.000218011849717957,0.604619968,0.000615502232068293,0.354201558271145,2.33989328543082
"990",969,"386","10-P6S4C2AA",12.5,12,12.5,12.2,39.5,409.5,257.63,97,151.87,37.0866910866911,NA,10,6,4,"2","AA",1763.99371685284,4693.52993423534,98,"97_386_7_28",1.50757102354917,0.999709942934658,7,28,14,42,386,0,0.88288074,2021-07-28,"14:42:00",2021-07-28 14:42:00,"6_4",29599,4,15,18.5625,21.3125,2659,202,0,94206479,29,"TMS-94206479",6,4,"6_4",295.4625,11.661397,0.38252448828912,0.000216851389341446,8.15003832188065e-05,0.575754323,0.00018794610329946,0.433636993734047,0.714495906303227
"991",970,"394","10-P6S4C4FS",8,8.8,9.2,7.3,38.8,259.4,99.47,70,159.93,61.6538164996145,NA,10,6,4,"4","FS",1123.64159575031,2112.03854853514,99,"98_394_7_28",2.57228201122493,0.999366507042904,7,28,14,46,394,0,0.88288074,2021-07-28,"14:46:00",2021-07-28 14:46:00,"6_4",29503,4,15.125,17.9375,19.75,2679,202,0,94206479,29,"TMS-94206479",6,4,"6_4",293.9,11.661397,0.899243201706485,0.000800293621300141,0.000425770259889517,0.727412145,0.00116496150495322,0.365480110784101,4.42871765723018
"992",971,"385","10-P6S4C1AA-b",11.2,11.6,11.4,11.7,40.1,378.9,214.71,97,164.19,43.3333333333333,NA,10,6,4,"1","AA",1652.44295780204,4147.11259309678,100,"99_385_7_28",1.22632519241717,0.999575095251087,7,28,14,48,385,0,0.88297943,2021-07-28,"14:48:00",2021-07-28 14:48:00,"6_4",29407,4,14.625,18.125,20.75,2695,202,0,94206479,29,"TMS-94206479",6,4,"6_4",294.9,11.661397,0.336241274134766,0.000203481319913161,8.10784049351513e-05,0.473460772,0.000195262209086937,0.415228350197824,0.742308814064898
"993",972,"389","10-P6S4C4AA-b",10.1,10.1,9.6,9.7,39.6,174.2,87.77,97,86.43,49.6153846153846,NA,10,6,4,"4","AA",1381.7963443334,3033.43311631384,101,"100_389_7_28",1.42872162910878,0.999740495132852,7,28,14,52,389,0,0.88288074,2021-07-28,"14:52:00",2021-07-28 14:52:00,"6_4",29407,4,14.625,18.125,20.75,2695,202,0,94206479,29,"TMS-94206479",6,4,"6_4",294.9,11.661397,0.449743751808115,0.000325477595633008,0.000148262293765235,0.551325227,0.000646872532838767,0.229198622972278,2.45915062083986
"994",973,"393","10-P6S4C2FS-b",10.2,8.6,9.2,10.7,36.8,289.5,208.94,98,80.56,27.8272884283247,NA,10,6,4,"2","FS",1265.71804251956,2706.17943097531,102,"101_393_7_28",3.72445113180802,0.999936147836796,7,28,14,54,393,0,0.88288074,2021-07-28,"14:54:00",2021-07-28 14:54:00,"6_4",29600,4,15,18.5,21.125,2658,202,0,94206479,29,"TMS-94206479",6,4,"6_4",295.275,11.661397,1.21533419303185,0.000960193465056868,0.00044909593913876,0.724702516,0.000790095104310267,0.568407444482028,3.00362554854591
"995",974,"386","10-P6S4C2AA",12.5,12,12.5,12.2,39.5,409.5,257.63,97,151.87,37.0866910866911,NA,10,6,4,"2","AA",1763.99371685284,4693.52993423534,145,"144_386_7_28",2.00519391023589,0.999536051292711,7,28,16,52,386,0,0.88179515,2021-07-28,"16:52:00",2021-07-28 16:52:00,"6_4",29415,4,14.6875,17.875,20.4375,2694,202,0,94206479,29,"TMS-94206479",6,4,"6_4",294.5875,11.661397,0.509672914808289,0.000288931252951174,0.000108590532488278,0.575754323,0.00025041805486475,0.433636993734047,0.951989277373835
"996",975,"394","10-P6S4C4FS",8,8.8,9.2,7.3,38.8,259.4,99.47,70,159.93,61.6538164996145,NA,10,6,4,"4","FS",1123.64159575031,2112.03854853514,146,"145_394_7_28",2.52673705722087,0.999896026670714,7,28,16,54,394,0,0.88169646,2021-07-28,"16:54:00",2021-07-28 16:54:00,"6_4",29608,4,15.125,18,20.25,2656,202,0,94206479,29,"TMS-94206479",6,4,"6_4",294.4,11.661397,0.88063809239332,0.000783735753218779,0.000416961183309892,0.727412145,0.00114085875265645,0.365480110784101,4.33708863409878
"997",976,"385","10-P6S4C1AA-b",11.2,11.6,11.4,11.7,40.1,378.9,214.71,97,164.19,43.3333333333333,NA,10,6,4,"1","AA",1652.44295780204,4147.11259309678,147,"146_385_7_28",0.809111023840682,0.981605480638183,7,28,16,57,385,0,0.88169646,2021-07-28,"16:57:00",2021-07-28 16:57:00,"6_4",29608,4,15.125,18,20.25,2656,202,0,94206479,29,"TMS-94206479",6,4,"6_4",294.4,11.661397,0.221900851429365,0.000134286542468323,5.3507312967277e-05,0.473460772,0.000128862378837536,0.415228350197824,0.489883219388776
"998",977,"389","10-P6S4C4AA-b",10.1,10.1,9.6,9.7,39.6,174.2,87.77,97,86.43,49.6153846153846,NA,10,6,4,"4","AA",1381.7963443334,3033.43311631384,148,"147_389_7_28",1.19594399120524,0.999596204792102,7,28,16,59,389,0,0.88169646,2021-07-28,"16:59:00",2021-07-28 16:59:00,"6_4",29512,4,15.125,17.125,18.625,2677,202,0,94206479,29,"TMS-94206479",6,4,"6_4",292.775,11.661397,0.378692058213201,0.000274057794237318,0.000124839429020732,0.551325227,0.000544677919098282,0.229198622972278,2.07064757724403
"999",978,"393","10-P6S4C2FS-b",10.2,8.6,9.2,10.7,36.8,289.5,208.94,98,80.56,27.8272884283247,NA,10,6,4,"2","FS",1265.71804251956,2706.17943097531,149,"148_393_7_28",3.70643363027594,0.999930740694832,7,28,17,1,393,0,0.88169646,2021-07-28,"17:1:00",2021-07-28 17:01:00,"6_4",29512,4,15.125,17.125,18.625,2677,202,0,94206479,29,"TMS-94206479",6,4,"6_4",292.775,11.661397,1.21814617852117,0.000962415117427188,0.000450135037085162,0.724702516,0.000791923190758623,0.568407444482028,3.01057520198798
"1000",979,"384","10-P6S4C1AA",10.4,10.3,10.5,10.6,40.5,281.5,127.7,92,153.8,54.6358792184725,NA,10,6,4,"1","AA",1501.15519769182,3473.68746775766,150,"149_384_7_28",0.447768425464222,0.898331454690947,7,28,17,3,384,0,0.88159777,2021-07-28,"17:3:00",2021-07-28 17:03:00,"6_4",29416,4,14.6875,17.875,20.3125,2694,202,0,94206479,29,"TMS-94206479",6,4,"6_4",294.4625,11.661397,0.133763711779043,8.91071835774996e-05,3.85076991009183e-05,0.656546758,0.00012931506990319,0.297781991919013,0.491604169743966
"1001",980,"392","10-P6S4C2FS",9.5,10.1,9.4,9,40.5,255.9,180.57,99,75.33,29.4372801875733,NA,10,6,4,"2","FS",1350.66667443224,2871.68272075663,151,"150_392_7_28",3.54854137974196,0.999907286540599,7,28,17,5,392,0,0.88159777,2021-07-28,"17:5:00",2021-07-28 17:05:00,"6_4",29416,4,14.6875,17.875,20.3125,2694,202,0,94206479,29,"TMS-94206479",6,4,"6_4",294.4625,11.661397,1.13801254672147,0.000842556174860718,0.000396287702153123,0.700667511,0.000777807440845302,0.50949332873757,2.9569127671175
"1002",981,"387","10-P6S4C2AA-b",11.5,11.2,10.5,11.1,40.2,379.1,237.44,100,141.66,37.3674492218412,NA,10,6,4,"2","AA",1591.50269632315,3873.40270759955,152,"151_387_7_28",1.4176878642124,0.999069029941882,7,28,17,8,387,0,0.88159777,2021-07-28,"17:8:00",2021-07-28 17:08:00,"6_4",29609,4,15.125,17.9375,20.375,2656,202,0,94206479,29,"TMS-94206479",6,4,"6_4",294.525,11.661397,0.40275087705828,0.000253063270322291,0.000103978570642316,0.563368629,0.000210929495996332,0.49295415110708,0.801869571979654
"1003",982,"391","10-P6S4C1FS-b",9.5,9.7,9,11.5,40.5,396.4,246.1,99,150.3,37.9162462159435,NA,10,6,4,"1","FS",1417.74128515007,3134.44847554599,153,"152_391_7_28",3.24921651529879,0.991510900187022,7,28,17,10,391,0,0.88169646,2021-07-28,"17:10:00",2021-07-28 17:10:00,"6_4",29609,4,15.125,17.9375,20.375,2656,202,0,94206479,29,"TMS-94206479",6,4,"6_4",294.525,11.661397,1.01076723636889,0.000712941949956618,0.000322470522088524,0.75233908,0.000506873193361305,0.636195652703739,1.92692913188234
"1004",983,"395","10-P6S4C4FS-b",8.6,8.9,9.2,10.7,37.7,223.4,121.6,75,101.8,45.5684870188004,NA,10,6,4,"4","FS",1245.42436880024,2592.09059571464,154,"153_395_7_28",1.3845511497524,0.985565280012937,7,28,17,12,395,0,0.88159777,2021-07-28,"17:12:00",2021-07-28 17:12:00,"6_4",29609,4,15.125,17.9375,20.375,2656,202,0,94206479,29,"TMS-94206479",6,4,"6_4",294.525,11.661397,0.458050464472883,0.000367786656458424,0.00017671082377682,0.604619968,0.000498899058037306,0.354201558271145,1.89661465903462
"1005",984,"528","01-P6S4C1FS-S",1.1,1,0.9,1,36.6,12.5885,8.675,100,3.9135,31.282759621892,NA,1,6,4,"1","FS",325.652372389154,113.64390720111,20,"20_528+529_7_30",0.0648020918866005,0.893336458671255,7,30,10,2,528,529,0.8793279,2021-07-30,"10:2:00",2021-07-30 10:02:00,"6_4",29580,4,14.75,18.625,22.0625,2666,202,0,94206479,29,"TMS-94206479",6,4,"6_4",296.2125,1.306706,0.00279692920917185,8.58869594178644e-06,2.46113432568124e-05,0.486156863,3.1949923624206e-05,0.770309924564773,0.121460829649782
"1006",985,"536","01-P6S4C2FS-S",1.3,1.4,1,1.1,37.6,11.37,7.75,100,3.62,31.9275379156508,NA,1,6,4,"2","FS",274.16535118466,82.8210217284243,21,"21_536+537_7_30",0.0861632672898342,0.961401300855393,7,30,10,5,536,537,0.8793279,2021-07-30,"10:5:00",2021-07-30 10:05:00,"6_4",29580,4,14.75,18.625,22.0625,2666,202,0,94206479,29,"TMS-94206479",6,4,"6_4",296.2125,1.306706,0.00381497911748084,1.39148842149325e-05,4.60629323070949e-05,0.705426829,6.21670037063943e-05,0.740954679505601,0.236334081290229
"1007",986,"532","01-P6S4C4FS-S",1.2,1.2,0.5,0.6,37.2,10.444,6.97,40,3.474,35.1372935299173,NA,1,6,4,"4","FS",300.408739397726,97.3305328488757,22,"22_532+533_7_30",0.0846724833962732,0.955015668559328,7,30,10,8,532,533,0.8793279,2021-07-30,"10:8:00",2021-07-30 10:08:00,"6_4",29580,4,14.75,18.625,22.0625,2666,202,0,94206479,29,"TMS-94206479",6,4,"6_4",296.2125,1.306706,0.00370452776196714,1.23316244706933e-05,3.80613118364319e-05,0.603159824,5.8534644190726e-05,0.650235640152096,0.222525303355464
"1008",987,"524","01-P6S4C4AA-S",1.6,1.8,0.9,0.9,36.4,7.804,4.29,97.5,3.514,45.2385797348899,NA,1,6,4,"4","AA",273.191017095457,80.0664994696956,23,"23_524+525_7_30",0.106104040573408,0.9741156032207,7,30,10,11,524,525,0.87922921,2021-07-30,"10:11:00",2021-07-30 10:11:00,"6_4",29580,4,14.75,18.625,22.0625,2666,202,0,94206479,29,"TMS-94206479",6,4,"6_4",296.2125,1.306706,0.0047079248860481,1.72330881743563e-05,5.88001838125819e-05,0.390053901,0.000161922884381286,0.363136958912632,0.615566037263896
"1009",988,"520","01-P6S4C2AA-S",1.3,1.2,1,1.1,36.7,11.2275,7.965,100,3.2625,30.7214125328983,NA,1,6,4,"2","AA",308.469679424904,95.9272881302723,24,"24_520+521_7_30",0,0.486672338268699,7,30,10,15,520,521,0.87922921,2021-07-30,"10:15:00",2021-07-30 10:15:00,"6_4",29677,4,15.5,19.125,21,2433,202,0,94206479,29,"TMS-94206479",6,4,"6_4",295.15,1.306706,0,0,0,0.629565517,0,0.527588106249429,0
"1010",989,"516","01-P6S4C1AA-S",1.1,1,0.9,0.8,39.2,8.556,5.955,100,2.601,29.008710587658,NA,1,6,4,"1","AA",249.976291328101,63.0491465636692,25,"25_516+517_7_30",0.204454283580494,0.993464010281537,7,30,10,19,516,517,0.8793279,2021-07-30,"10:19:00",2021-07-30 10:19:00,"6_4",29581,4,14.75,18.6875,22.1875,2666,202,0,94206479,29,"TMS-94206479",6,4,"6_4",296.3375,1.306706,0.00919481407752357,3.67827445901864e-05,0.000145835662791063,0.804105556,0.000175801876185103,0.829545542719419,0.668328412505286
"1011",990,"528","01-P6S4C1FS-S",1.1,1,0.9,1,36.6,12.5885,8.675,100,3.9135,31.282759621892,NA,1,6,4,"1","FS",325.652372389154,113.64390720111,50,"50_528+529_7_30",0.0415611814346009,0.852997011434939,7,30,13,9,528,529,0.87903183,2021-07-30,"13:9:00",2021-07-30 13:09:00,"6_4",29592,4,14.9375,19,22.3125,2662,202,0,94206479,29,"TMS-94206479",6,4,"6_4",296.4625,1.306706,0.00179170991305149,5.50190959736171e-06,1.57660006346033e-05,0.486156863,2.04670875083313e-05,0.770309924564773,0.0778076798716723
"1012",991,"536","01-P6S4C2FS-S",1.3,1.4,1,1.1,37.6,11.37,7.75,100,3.62,31.9275379156508,NA,1,6,4,"2","FS",274.16535118466,82.8210217284243,51,"51_536+537_7_30",0.101371308016884,0.962441826656035,7,30,13,12,536,537,0.87903183,2021-07-30,"13:12:00",2021-07-30 13:12:00,"6_4",29592,4,14.9375,19,22.3125,2662,202,0,94206479,29,"TMS-94206479",6,4,"6_4",296.4625,1.306706,0.00448303799525889,1.63515848223994e-05,5.41292283251356e-05,0.705426829,7.3053359162605e-05,0.740954679505601,0.277719650192559
"1013",992,"532","01-P6S4C4FS-S",1.2,1.2,0.5,0.6,37.2,10.444,6.97,40,3.474,35.1372935299173,NA,1,6,4,"4","FS",300.408739397726,97.3305328488757,52,"52_532+533_7_30",0.232757662948455,0.947242200008556,7,30,13,14,532,533,0.87903183,2021-07-30,"13:14:00",2021-07-30 13:14:00,"6_4",29689,4,15.75,18.5,20,2445,202,0,94206479,29,"TMS-94206479",6,4,"6_4",294.15,1.306706,0.0102513915402257,3.41248112847121e-05,0.000105325546261448,0.603159824,0.000161980580204449,0.650235640152096,0.615785373705234
