"","V1","V1","sample_code","Code","D1(cm)","D2(cm)","D3(cm)","D4(cm)","Length(cm)","FW(g)","DW(g)","Bark(%)","Watercontent(g)","Waterpercentage","Notes","DiamClass","Plot...16","SubPlot","Class","Species","Areacm2","Volcm3","X","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP","Date","Time","DateTime","Loc...36","ReadIndex","TimeZone","T1","T2","T3","Soil_moist","Shake","Err_flag","Code_sens","Sensornumber","Serial","Plot...48","Subplot2","Loc...50","T3K","chambervolume","respiration","RespCorrectedArea","RespCorrectedVolume"
"350",363,59,326,"25-P6S1C4AA",27.2,24.5,26,25.3,100.2,2115.3,845.43,50,1269.87,60.03261949,NA,25,6,1,4,"AA",9147.336169,52181.22291,59,"63_326_4_29",1.07032967,0.993398815,4,29,15,18,326,0,0.8872231,2022-04-29,"15:18:00",2020-04-29 22:15:18,"6_1",55808,4,5.25,6.3125,6.125,2336,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.275,1.5637,0.064565633,0.000822075,0.000144109
"351",364,60,327,"25-P6S1C1FS",23.1,23.3,24,23.5,100.3,1883.7,1202.63,96,681.07,36.15596963,NA,25,6,1,1,"FS",8262.787582,43413.20831,60,"64_327_4_29",0,1,4,29,15,20,327,0,0.8872231,2022-04-29,"15:20:00",2020-04-29 22:15:20,"6_1",55808,4,5.25,6.3125,6.125,2336,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.275,1.5637,0,0,0
"352",365,61,328,"25-P6S1C2FS",22.5,23.3,22,23.6,99.9,1458,928.2,70,529.8,36.33744856,NA,25,6,1,2,"FS",7991.513605,40966.46324,61,"65_328_4_29",0.241758242,0.846153846,4,29,15,23,328,0,0.8872231,2022-04-29,"15:23:00",2020-04-29 22:15:23,"6_1",55808,4,5.25,6.3125,6.125,2336,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.275,1.5637,0.014583613,0.000185684,3.62e-05
"353",366,62,329,"25-P6S1C4FS",27,27.7,21.5,22.5,99.6,1811.9,508.98,60,1302.92,71.90904575,NA,25,6,1,4,"FS",8691.284676,47814.71582,62,"66_329_4_29",0.292307692,0.847783369,4,29,15,27,329,0,0.8872231,2022-04-29,"15:27:00",2020-04-29 22:15:27,"6_1",55808,4,5.25,6.3125,6.125,2336,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.275,1.5637,0.017632914,0.000224509,4.08e-05
"354",367,1,333,"10-P6S1C2AA-b",11.1,10.2,10.4,11,39.7,320.2,236.2,98,84,26.233604,NA,10,6,1,2,"AA",1510.401436,3553.177878,1,"231_333_4_29",0.113498814,0.94659555,4,29,8,47,333,0,0.88258467,2022-04-29,"8:47:00",2020-04-29 22:08:47,"6_1",55782,4,5.25,5.625,4.875,2296,202,0,94206476,26,"TMS-94206476",6,1,"6_1",279.025,11.661397,0.03547415,2.35e-05,9.98e-06
"355",368,2,340,"10-P6S1C4FS",8.1,8,7.5,7.9,39,116.2,NA,70,116.2,100,NA,10,6,1,4,"FS",1062.333379,1899.884048,2,"232_340_4_29",0.724665857,0.998065129,4,29,8,49,340,0,0.88268336,2022-04-29,"8:49:00",2020-04-29 22:08:49,"6_1",55782,4,5.25,5.625,4.875,2296,202,0,94206476,26,"TMS-94206476",6,1,"6_1",279.025,11.661397,0.272708508,0.000256707,0.00014354
"356",369,3,339,"10-P6S1C2FS-b",11.1,10.5,10.6,11.1,40.7,427.5,NA,98,427.5,100,NA,10,6,1,2,"FS",1568.183176,3745.767979,3,"233_339_4_29",0.712974873,0.997320009,4,29,8,55,339,0,0.88268336,2022-04-29,"8:55:00",2020-04-29 22:08:55,"6_1",55975,4,4.5625,6.5,10.75,2242,202,0,94206476,26,"TMS-94206476",6,1,"6_1",284.9,11.661397,0.213085588,0.000135881,5.69e-05
"357",370,4,338,"10-P6S1C2FS",10.4,10,10.2,8.4,36.2,357.8,234.24,98,123.56,34.5332588,NA,10,6,1,2,"FS",1258.552708,2704.680368,4,"234_338_4_29",0.439061552,0.973147679,4,29,8,57,338,0,0.88268336,2022-04-29,"8:57:00",2020-04-29 22:08:57,"6_1",55975,4,4.5625,6.5,10.75,2242,202,0,94206476,26,"TMS-94206476",6,1,"6_1",284.9,11.661397,0.148480241,0.000117977,5.49e-05
"358",371,5,336,"10-P6S1C1FS",11,10.5,10.5,12.5,39.4,427.8,272.35,99,155.45,36.3370734,NA,10,6,1,1,"FS",1571.732452,3831.339138,5,"235_336_4_29",0.137186649,0.956119156,4,29,8,59,336,0,0.88268336,2022-04-29,"8:59:00",2020-04-29 22:08:59,"6_1",55879,4,4.875,6.25,6.375,2315,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.525,11.661397,0.041190031,2.62e-05,1.08e-05
"359",372,6,341,"10-P6S1C4FS-b",10.3,9.8,11.2,11.3,39.2,310.1,170.22,80,139.88,45.10802967,NA,10,6,1,4,"FS",1490.434859,3495.701982,6,"236_341_4_29",0.294097537,0.995514523,4,29,9,2,341,0,0.88268336,2022-04-29,"9:02:00",2020-04-29 22:09:02,"6_1",55783,4,5.25,5.75,5.25,2300,202,0,94206476,26,"TMS-94206476",6,1,"6_1",279.4,11.661397,0.09245811,6.2e-05,2.64e-05
"360",373,7,330,"10-P6S1C1AA",11.9,11.8,11.8,12,39.7,371.9,219.4,98,152.5,41.00564668,NA,10,6,1,1,"AA",1702.572688,4396.916987,7,"237_330_4_29",0.362209196,0.994312643,4,29,9,3,330,0,0.88268336,2022-04-29,"9:03:00",2020-04-29 22:09:03,"6_1",55783,4,5.25,5.75,5.25,2300,202,0,94206476,26,"TMS-94206476",6,1,"6_1",279.4,11.661397,0.101303506,5.95e-05,2.3e-05
"361",374,8,337,"10-P6S1C1FS-b",12.6,11.6,12.1,14.6,38,579.2,338.31,95,240.89,41.59012431,NA,10,6,1,1,"FS",1774.288356,4836.577447,8,"238_337_4_29",0.48237011,0.994735026,4,29,9,6,337,0,0.88268336,2022-04-29,"9:06:00",2020-04-29 22:09:06,"6_1",55783,4,5.25,5.75,5.25,2300,202,0,94206476,26,"TMS-94206476",6,1,"6_1",279.4,11.661397,0.126745349,7.14e-05,2.62e-05
"362",375,9,337,"10-P6S1C1FS-b",12.6,11.6,12.1,14.6,38,579.2,338.31,95,240.89,41.59012431,NA,10,6,1,1,"FS",1774.288356,4836.577447,9,"0_337_4_29",0,0.075268817,4,29,9,5,337,0,0.88268336,2022-04-29,"9:05:00",2020-04-29 22:09:05,"6_1",55783,4,5.25,5.75,5.25,2300,202,0,94206476,26,"TMS-94206476",6,1,"6_1",279.4,11.661397,0,0,0
"363",376,10,332,"10-P6S1C2AA",10.1,9.2,10.1,9.6,39.4,212.5,NA,97,212.5,100,NA,10,6,1,2,"AA",1356.186239,2941.782518,10,"239_332_4_29",0.142893679,0.984808085,4,29,9,8,332,0,0.88268336,2022-04-29,"9:08:00",2020-04-29 22:09:08,"6_1",55976,4,4.625,7.625,12.875,2242,202,0,94206476,26,"TMS-94206476",6,1,"6_1",287.025,11.661397,0.04669576,3.44e-05,1.59e-05
"364",377,11,332,"10-P6S1C2AA",10.1,9.2,10.1,9.6,39.4,212.5,NA,97,212.5,100,NA,10,6,1,2,"AA",1356.186239,2941.782518,11,"0_332_4_29",0,0.895725901,4,29,9,9,332,0,0.88268336,2022-04-29,"9:09:00",2020-04-29 22:09:09,"6_1",55976,4,4.625,7.625,12.875,2242,202,0,94206476,26,"TMS-94206476",6,1,"6_1",287.025,11.661397,0,0,0
"365",378,12,331,"10-P6S1C1AA-b",12.2,12.2,11.7,12,39.3,509.2,294.14,97,215.06,42.23487824,NA,10,6,1,1,"AA",1711.862666,4463.579358,12,"240_331_4_29",0.412544623,0.995498225,4,29,9,11,331,0,0.88268336,2022-04-29,"9:11:00",2020-04-29 22:09:11,"6_1",55976,4,4.625,7.625,12.875,2242,202,0,94206476,26,"TMS-94206476",6,1,"6_1",287.025,11.661397,0.111285585,6.5e-05,2.49e-05
"366",379,13,334,"10-P6S1C4AA",11.5,12,11.5,11.1,39.3,239.7,150.25,96,89.45,37.31748018,NA,10,6,1,4,"AA",1631.67426,4100.336242,13,"241_334_4_29",0.403852893,0.835417596,4,29,9,14,334,0,0.88278205,2022-04-29,"9:14:00",2020-04-29 22:09:14,"6_1",55880,4,4.875,6.25,6.375,2313,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.525,11.661397,0.117103474,7.18e-05,2.86e-05
"367",380,64,333,"10-P6S1C2AA-b",11.1,10.2,10.4,11,39.7,320.2,236.2,98,84,26.233604,NA,10,6,1,2,"AA",1510.401436,3553.177878,66,"291_333_4_29",0.332968813,0.986706985,4,29,11,56,333,0,0.88278205,2022-04-29,"11:56:00",2020-04-29 22:11:56,"6_1",55794,4,5.25,6,5.875,2339,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.025,11.661397,0.103721229,6.87e-05,2.92e-05
"368",381,65,340,"10-P6S1C4FS",8.1,8,7.5,7.9,39,116.2,NA,70,116.2,100,NA,10,6,1,4,"FS",1062.333379,1899.884048,67,"292_340_4_29",1.252892362,0.995445378,4,29,11,58,340,0,0.88278205,2022-04-29,"11:58:00",2020-04-29 22:11:58,"6_1",55794,4,5.25,6,5.875,2339,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.025,11.661397,0.469861126,0.000442292,0.00024731
"369",382,66,339,"10-P6S1C2FS-b",11.1,10.5,10.6,11.1,40.7,427.5,NA,98,427.5,100,NA,10,6,1,2,"FS",1568.183176,3745.767979,68,"293_339_4_29",0.947801212,0.997502836,4,29,12,0,339,0,0.88278205,2022-04-29,"12:00:00",2020-04-29 22:12:00,"6_1",55891,4,5,6.5,7,2296,202,0,94206476,26,"TMS-94206476",6,1,"6_1",281.15,11.661397,0.287078077,0.000183064,7.66e-05
"370",383,67,338,"10-P6S1C2FS",10.4,10,10.2,8.4,36.2,357.8,234.24,98,123.56,34.5332588,NA,10,6,1,2,"FS",1258.552708,2704.680368,69,"294_338_4_29",0.570868529,0.997422687,4,29,12,2,338,0,0.88278205,2022-04-29,"12:02:00",2020-04-29 22:12:02,"6_1",55795,4,5.25,6.125,6.125,2350,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.275,11.661397,0.1962619,0.000155943,7.26e-05
"371",384,68,336,"10-P6S1C1FS",11,10.5,10.5,12.5,39.4,427.8,272.35,99,155.45,36.3370734,NA,10,6,1,1,"FS",1571.732452,3831.339138,70,"295_336_4_29",0.190336219,0.937269926,4,29,12,3,336,0,0.88278205,2022-04-29,"12:03:00",2020-04-29 22:12:03,"6_1",55795,4,5.25,6.125,6.125,2350,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.275,11.661397,0.057205459,3.64e-05,1.49e-05
"372",385,69,341,"10-P6S1C4FS-b",10.3,9.8,11.2,11.3,39.2,310.1,170.22,80,139.88,45.10802967,NA,10,6,1,4,"FS",1490.434859,3495.701982,71,"296_341_4_29",0.322743689,0.992821402,4,29,12,5,341,0,0.88278205,2022-04-29,"12:05:00",2020-04-29 22:12:05,"6_1",55795,4,5.25,6.125,6.125,2350,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.275,11.661397,0.101158406,6.79e-05,2.89e-05
"373",386,70,330,"10-P6S1C1AA",11.9,11.8,11.8,12,39.7,371.9,219.4,98,152.5,41.00564668,NA,10,6,1,1,"AA",1702.572688,4396.916987,72,"297_330_4_29",0.395100795,0.994477602,4,29,12,7,330,0,0.88278205,2022-04-29,"12:07:00",2020-04-29 22:12:07,"6_1",55795,4,5.25,6.125,6.125,2350,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.275,11.661397,0.110170038,6.47e-05,2.51e-05
"374",387,71,337,"10-P6S1C1FS-b",12.6,11.6,12.1,14.6,38,579.2,338.31,95,240.89,41.59012431,NA,10,6,1,1,"FS",1774.288356,4836.577447,73,"298_337_4_29",0.466321769,0.987058264,4,29,12,9,337,0,0.88278205,2022-04-29,"12:09:00",2020-04-29 22:12:09,"6_1",55795,4,5.25,6.125,6.125,2350,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.275,11.661397,0.122159691,6.88e-05,2.53e-05
"375",388,72,332,"10-P6S1C2AA",10.1,9.2,10.1,9.6,39.4,212.5,NA,97,212.5,100,NA,10,6,1,2,"AA",1356.186239,2941.782518,74,"299_332_4_29",0.158672866,0.985107454,4,29,12,11,332,0,0.88278205,2022-04-29,"12:11:00",2020-04-29 22:12:11,"6_1",55795,4,5.25,6.125,6.125,2350,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.275,11.661397,0.053106908,3.92e-05,1.81e-05
"376",389,73,331,"10-P6S1C1AA-b",12.2,12.2,11.7,12,39.3,509.2,294.14,97,215.06,42.23487824,NA,10,6,1,1,"AA",1711.862666,4463.579358,75,"300_331_4_29",0.406072441,0.989579386,4,29,12,12,331,0,0.88278205,2022-04-29,"12:12:00",2020-04-29 22:12:12,"6_1",55795,4,5.25,6.125,6.125,2350,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.275,11.661397,0.112190328,6.55e-05,2.51e-05
"377",390,74,334,"10-P6S1C4AA",11.5,12,11.5,11.1,39.3,239.7,150.25,96,89.45,37.31748018,NA,10,6,1,4,"AA",1631.67426,4100.336242,76,"301_334_4_29",0.437335159,0.990775719,4,29,12,14,334,0,0.88278205,2022-04-29,"12:14:00",2020-04-29 22:12:14,"6_1",55892,4,5,6.375,6.375,2295,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.525,11.661397,0.126812182,7.77e-05,3.09e-05
"378",391,127,334,"10-P6S1C4AA",11.5,12,11.5,11.1,39.3,239.7,150.25,96,89.45,37.31748018,NA,10,6,1,4,"AA",1631.67426,4100.336242,130,"351_334_4_29",0.483699473,0.994475092,4,29,14,57,334,0,0.88278205,2022-04-29,"14:57:00",2020-04-29 22:14:57,"6_1",55806,4,5.25,6.4375,6.5,2341,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.65,11.661397,0.140193772,8.59e-05,3.42e-05
"379",392,128,331,"10-P6S1C1AA-b",12.2,12.2,11.7,12,39.3,509.2,294.14,97,215.06,42.23487824,NA,10,6,1,1,"AA",1711.862666,4463.579358,131,"352_331_4_29",0.318391615,0.959503286,4,29,14,59,331,0,0.88278205,2022-04-29,"14:59:00",2020-04-29 22:14:59,"6_1",55903,4,5.125,6.125,6,2282,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.15,11.661397,0.088004982,5.14e-05,1.97e-05
"380",393,129,332,"10-P6S1C2AA",10.1,9.2,10.1,9.6,39.4,212.5,NA,97,212.5,100,NA,10,6,1,2,"AA",1356.186239,2941.782518,132,"353_332_4_29",0.171368049,0.943366998,4,29,15,1,332,0,0.88278205,2022-04-29,"15:01:00",2020-04-29 22:15:01,"6_1",55903,4,5.125,6.125,6,2282,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.15,11.661397,0.057381505,4.23e-05,1.95e-05
"381",394,130,337,"10-P6S1C1FS-b",12.6,11.6,12.1,14.6,38,579.2,338.31,95,240.89,41.59012431,NA,10,6,1,1,"FS",1774.288356,4836.577447,133,"354_337_4_29",0.921458747,0.996562808,4,29,15,3,337,0,0.88278205,2022-04-29,"15:03:00",2020-04-29 22:15:03,"6_1",55807,4,5.25,6.375,6.3125,2339,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.4625,11.661397,0.241227987,0.000135958,4.99e-05
"382",395,131,330,"10-P6S1C1AA",11.9,11.8,11.8,12,39.7,371.9,219.4,98,152.5,41.00564668,NA,10,6,1,1,"AA",1702.572688,4396.916987,134,"355_330_4_29",0.501152732,0.986613522,4,29,15,8,330,0,0.88278205,2022-04-29,"15:08:00",2020-04-29 22:15:08,"6_1",55807,4,5.25,6.375,6.3125,2339,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.4625,11.661397,0.139648173,8.2e-05,3.18e-05
"383",396,132,330,"10-P6S1C1AA",11.9,11.8,11.8,12,39.7,371.9,219.4,98,152.5,41.00564668,NA,10,6,1,1,"AA",1702.572688,4396.916987,135,"0_330_4_29",0,0.103341571,4,29,15,6,330,0,0.88278205,2022-04-29,"15:06:00",2020-04-29 22:15:06,"6_1",55807,4,5.25,6.375,6.3125,2339,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.4625,11.661397,0,0,0
"384",397,133,336,"10-P6S1C1FS",11,10.5,10.5,12.5,39.4,427.8,272.35,99,155.45,36.3370734,NA,10,6,1,1,"FS",1571.732452,3831.339138,136,"356_336_4_29",0.317275204,0.988349736,4,29,15,10,336,0,0.88278205,2022-04-29,"15:10:00",2020-04-29 22:15:10,"6_1",55807,4,5.25,6.375,6.3125,2339,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.4625,11.661397,0.09529316,6.06e-05,2.49e-05
"385",398,134,338,"10-P6S1C2FS",10.4,10,10.2,8.4,36.2,357.8,234.24,98,123.56,34.5332588,NA,10,6,1,2,"FS",1258.552708,2704.680368,137,"357_338_4_29",0.220644564,0.992458104,4,29,15,12,338,0,0.88278205,2022-04-29,"15:12:00",2020-04-29 22:15:12,"6_1",55807,4,5.25,6.375,6.3125,2339,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.4625,11.661397,0.075805844,6.02e-05,2.8e-05
"386",399,135,339,"10-P6S1C2FS-b",11.1,10.5,10.6,11.1,40.7,427.5,NA,98,427.5,100,NA,10,6,1,2,"FS",1568.183176,3745.767979,138,"358_339_4_29",0.757806265,0.969909544,4,29,15,14,339,0,0.88268336,2022-04-29,"15:14:00",2020-04-29 22:15:14,"6_1",55904,4,5.125,6.125,5.875,2281,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.025,11.661397,0.230427171,0.000146939,6.15e-05
"387",400,136,340,"10-P6S1C4FS",8.1,8,7.5,7.9,39,116.2,NA,70,116.2,100,NA,10,6,1,4,"FS",1062.333379,1899.884048,139,"359_340_4_29",0.893885609,0.831865173,4,29,15,16,340,0,0.88268336,2022-04-29,"15:16:00",2020-04-29 22:15:16,"6_1",55904,4,5.125,6.125,5.875,2281,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.025,11.661397,0.335188527,0.000315521,0.000176426
"388",401,137,341,"10-P6S1C4FS-b",10.3,9.8,11.2,11.3,39.2,310.1,170.22,80,139.88,45.10802967,NA,10,6,1,4,"FS",1490.434859,3495.701982,140,"360_341_4_29",0.977754733,0.984546588,4,29,15,19,341,0,0.88268336,2022-04-29,"15:19:00",2020-04-29 22:15:19,"6_1",55808,4,5.25,6.3125,6.125,2336,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.275,11.661397,0.306425985,0.000205595,8.77e-05
"389",402,1,461,"01-P6S1C4FS-F",1.2,1.4,1.1,1.1,42.7,6.17,4.365,20,1.805,28.57914856,NA,1,6,1,4,"FS",285.8582515,77.28880797,1,"410_461+462_4_30",0.071487855,0.826508353,4,30,8,44,461,462,0.88258467,2022-04-30,"8:44:00",2020-04-30 22:08:44,"6_1",55974,4,4.5625,6,8.375,2243,202,0,94206476,26,"TMS-94206476",6,1,"6_1",282.525,1.306706,0.0033459,1.17e-05,4.33e-05
"390",403,2,456,"01-P6S1C2FS-S",1.2,1.3,0.8,0.9,37.8,10.515,6.71,92.5,3.805,35.05855796,NA,1,6,1,2,"FS",257.3227879,68.79400688,2,"411_456+457_4_30",0.067245769,0.942815712,4,30,8,45,456,457,0.88258467,2022-04-30,"8:45:00",2020-04-30 22:08:45,"6_1",55974,4,4.5625,6,8.375,2243,202,0,94206476,26,"TMS-94206476",6,1,"6_1",282.525,1.306706,0.003169102,1.23e-05,4.61e-05
"391",405,5,453,"01-P6S1C4AA-F",1.2,1.1,1,0.9,37.8,6.96,4.96,100,2,29.08516149,NA,1,6,1,4,"AA",263.1010584,66.63030039,5,"414_453+452_4_30",0,1,4,30,8,52,453,452,0.88258467,2022-04-30,"8:52:00",2020-04-30 22:08:52,"6_1",55878,4,4.875,6.25,6.625,2317,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.775,1.306706,0,0,0
"392",406,6,455,"01-P6S1C4AA-Sp",1.4,1.3,1.3,1.2,36,6.955,5.65,95,1.305,19.40611846,NA,1,6,1,4,"AA",299.078586,92.98551386,6,"415_455+454_4_30",0.07929877,0.906567855,4,30,8,56,455,454,0.88258467,2022-04-30,"8:56:00",2020-04-30 22:08:56,"6_1",55878,4,4.875,6.25,6.625,2317,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.775,1.306706,0.003686931,1.23e-05,3.97e-05
"393",407,35,461,"01-P6S1C4FS-F",1.2,1.4,1.1,1.1,42.7,6.17,4.365,20,1.805,28.57914856,NA,1,6,1,4,"FS",285.8582515,77.28880797,50,"454_461+462_4_30",0.13028266,0.977743744,4,30,11,59,461,462,0.88258467,2022-04-30,"11:59:00",2020-04-30 22:11:59,"6_1",55890,4,5,6.4375,6.75,2298,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.9,1.306706,0.006132993,2.15e-05,7.94e-05
"394",408,36,456,"01-P6S1C2FS-S",1.2,1.3,0.8,0.9,37.8,10.515,6.71,92.5,3.805,35.05855796,NA,1,6,1,2,"FS",257.3227879,68.79400688,51,"455_456+457_4_30",0.179224676,0.976225884,4,30,12,1,456,457,0.88258467,2022-04-30,"12:01:00",2020-04-30 22:12:01,"6_1",55891,4,5,6.5,7,2296,202,0,94206476,26,"TMS-94206476",6,1,"6_1",281.15,1.306706,0.008487657,3.3e-05,0.000123378
"395",409,37,478,"01-P6S1C1FS-S",1.3,1.2,0.9,1,39.6,8.108,7.03,100,1.078,13.7440689,NA,1,6,1,1,"FS",282.0619747,76.97589225,52,"456_478+475_4_30",0.154147992,0.976501049,4,30,12,3,478,475,0.88258467,2022-04-30,"12:03:00",2020-04-30 22:12:03,"6_1",55891,4,5,6.5,7,2296,202,0,94206476,26,"TMS-94206476",6,1,"6_1",281.15,1.306706,0.007251835,2.57e-05,9.42e-05
"396",410,38,455,"01-P6S1C4AA-Sp",1.4,1.3,1.3,1.2,36,6.955,5.65,95,1.305,19.40611846,NA,1,6,1,4,"AA",299.078586,92.98551386,53,"457_455+454_4_30",0.098863045,0.952815857,4,30,12,5,455,454,0.88268336,2022-04-30,"12:05:00",2020-04-30 22:12:05,"6_1",55891,4,5,6.5,7,2296,202,0,94206476,26,"TMS-94206476",6,1,"6_1",281.15,1.306706,0.004590938,1.54e-05,4.94e-05
"397",411,39,449,"01-P6S1C2AA-F",1.1,1.2,1,0.9,35.7,7.515,5.2,98.5,2.315,30.92241682,NA,1,6,1,2,"AA",252.027379,68.59733009,54,"458_449+450_4_30",0.044821501,0.813375711,4,30,12,7,449,450,0.88268336,2022-04-30,"12:07:00",2020-04-30 22:12:07,"6_1",55891,4,5,6.5,7,2296,202,0,94206476,26,"TMS-94206476",6,1,"6_1",281.15,1.306706,0.002123215,8.42e-06,3.1e-05
"398",412,40,445,"01-P6S1C1AA-F",1,0.9,0.7,0.8,39.8,7.3,5.54,100,1.76,24.11618886,NA,1,6,1,1,"AA",244.094322,56.4889775,55,"459_445+452_4_30",0,0.555569124,4,30,12,8,445,452,0.88268336,2022-04-30,"12:08:00",2020-04-30 22:12:08,"6_1",55891,4,5,6.5,7,2296,202,0,94206476,26,"TMS-94206476",6,1,"6_1",281.15,1.306706,0,0,0
"399",413,63,449,"01-P6S1C2AA-F",1.1,1.2,1,0.9,35.7,7.515,5.2,98.5,2.315,30.92241682,NA,1,6,1,2,"AA",252.027379,68.59733009,77,"482_449+450_4_30",0.048719346,0.759792331,4,30,12,56,449,450,0.88248598,2022-04-30,"12:56:00",2020-04-30 22:12:56,"6_1",55894,4,5,6.4375,6.875,2292,202,0,94206476,26,"TMS-94206476",6,1,"6_1",281.025,1.306706,0.002308368,9.16e-06,3.37e-05
"400",414,68,449,"01-P6S1C2AA-F",1.1,1.2,1,0.9,35.7,7.515,5.2,98.5,2.315,30.92241682,NA,1,6,1,2,"AA",252.027379,68.59733009,85,"0_449+450_4_30",1.51170959,0.979123026,4,30,13,22,449,450,0.88288074,2022-04-30,"13:22:00",2020-04-30 22:13:22,"6_1",55896,4,5,6.25,6.0625,2290,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.2125,1.306706,0.071866021,0.000285152,0.00104765
"401",415,70,461,"01-P6S1C4FS-F",1.2,1.4,1.1,1.1,42.7,6.17,4.365,20,1.805,28.57914856,NA,1,6,1,4,"FS",285.8582515,77.28880797,107,"512_461+462_4_30",0.09132963,0.959861872,4,30,14,50,461,462,0.88189384,2022-04-30,"14:50:00",2020-04-30 22:14:50,"6_1",55902,4,5.125,6.125,6.0625,2283,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.2125,1.306706,0.004306473,1.51e-05,5.57e-05
"402",416,71,456,"01-P6S1C2FS-S",1.2,1.3,0.8,0.9,37.8,10.515,6.71,92.5,3.805,35.05855796,NA,1,6,1,2,"FS",257.3227879,68.79400688,108,"513_456+457_4_30",0.260854394,0.99421052,4,30,14,52,456,457,0.88189384,2022-04-30,"14:52:00",2020-04-30 22:14:52,"6_1",55902,4,5.125,6.125,6.0625,2283,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.2125,1.306706,0.012385076,4.81e-05,0.000180031
"403",417,72,478,"01-P6S1C1FS-S",1.3,1.2,0.9,1,39.6,8.108,7.03,100,1.078,13.7440689,NA,1,6,1,1,"FS",282.0619747,76.97589225,109,"514_478+475_4_30",0.176958262,0.972641071,4,30,14,54,478,475,0.88179515,2022-04-30,"14:54:00",2020-04-30 22:14:54,"6_1",55902,4,5.125,6.125,6.0625,2283,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.2125,1.306706,0.008345316,2.96e-05,0.000108415
"404",418,73,455,"01-P6S1C4AA-Sp",1.4,1.3,1.3,1.2,36,6.955,5.65,95,1.305,19.40611846,NA,1,6,1,4,"AA",299.078586,92.98551386,110,"515_455+454_4_30",0.071557019,0.896281981,4,30,14,56,455,454,0.88189384,2022-04-30,"14:56:00",2020-04-30 22:14:56,"6_1",55902,4,5.125,6.125,6.0625,2283,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.2125,1.306706,0.003331054,1.11e-05,3.58e-05
"405",419,74,449,"01-P6S1C2AA-F",1.1,1.2,1,0.9,35.7,7.515,5.2,98.5,2.315,30.92241682,NA,1,6,1,2,"AA",252.027379,68.59733009,111,"516_449+450_4_30",0.065613609,0.808759047,4,30,14,57,449,450,0.88189384,2022-04-30,"14:57:00",2020-04-30 22:14:57,"6_1",55902,4,5.125,6.125,6.0625,2283,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.2125,1.306706,0.003115756,1.24e-05,4.54e-05
"406",420,75,445,"01-P6S1C1AA-F",1,0.9,0.7,0.8,39.8,7.3,5.54,100,1.76,24.11618886,NA,1,6,1,1,"AA",244.094322,56.4889775,112,"517_445+452_4_30",0.039554861,0.769436222,4,30,15,0,445,452,0.88189384,2022-04-30,"15:00:00",2020-04-30 22:15:00,"6_1",55903,4,5.125,6.125,6,2282,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.15,1.306706,0.001897112,7.77e-06,3.36e-05
"407",421,76,445,"01-P6S1C1AA-F",1,0.9,0.7,0.8,39.8,7.3,5.54,100,1.76,24.11618886,NA,1,6,1,1,"AA",244.094322,56.4889775,113,"0_445+452_4_30",0.095975232,0.464342597,4,30,14,59,445,452,0.88189384,2022-04-30,"14:59:00",2020-04-30 22:14:59,"6_1",55902,4,5.125,6.125,6.0625,2283,202,0,94206476,26,"TMS-94206476",6,1,"6_1",280.2125,1.306706,0.004602092,1.89e-05,8.15e-05
